NAME	DESCRIPTION	IS	zero
TraesCS5A02G526000	na	17.9821931596761	0
TraesCS4B02G356600	na	17.9821931596761	0
TraesCS4D02G350300	na	17.9821931596761	0
TraesCS5A02G210100	na	12.9878579604826	0
TraesCS5B02G208100	na	12.9878579604826	0
TraesCS5D02G216300	na	12.9878579604826	0
TraesCS2A02G199600	na	12.4112550922451	0
TraesCS2B02G226900	na	12.4112550922451	0
TraesCS2D02G207200	na	12.4112550922451	0
TraesCS3A02G246600	na	11.2110108785954	0
TraesCS3B02G272700	na	11.2110108785954	0
TraesCS3D02G244900	na	11.2110108785954	0
TraesCS4A02G064200	na	10.6810210958376	0
TraesCS4B02G241500	na	10.6810210958376	0
TraesCS4D02G241100	na	10.6810210958376	0
TraesCS1A02G396800	na	10.4445472786202	0
TraesCS1B02G425000	na	10.4445472786202	0
TraesCS1D02G404700	na	10.4445472786202	0
TraesCS2A02G065700	na	9.576002759247	0
TraesCS2B02G077700	na	9.576002759247	0
TraesCS2D02G063900	na	9.576002759247	0
TraesCS7A02G063300	na	9.57266841715987	0
TraesCS5B02G028800	na	9.57266841715987	0
TraesCS5D02G038400	na	9.57266841715987	0
TraesCS6A02G249200	na	9.52870177003908	0
TraesCS6B02G275800	na	9.52870177003908	0
TraesCS6D02G231200	na	9.52870177003908	0
TraesCS7A02G298600	na	8.82800682195017	0
TraesCS7B02G188400	na	8.82800682195017	0
TraesCS7D02G294300	na	8.82800682195017	0
TraesCS2A02G161700	na	8.72899280541609	0
TraesCS2B02G187700	na	8.72899280541609	0
TraesCS2D02G168800	na	8.72899280541609	0
TraesCS4A02G175900	na	8.7169751352893	0
TraesCS4B02G142000	na	8.7169751352893	0
TraesCS4D02G136800	na	8.7169751352893	0
TraesCS1A02G396700	na	8.64740817939144	0
TraesCS1B02G424900	na	8.64740817939144	0
TraesCS1D02G404600	na	8.64740817939144	0
TraesCS3A02G458400	na	8.64518397239353	0
TraesCS3B02G498500	na	8.64518397239353	0
TraesCS3D02G451200	na	8.64518397239353	0
TraesCS2A02G204900	na	8.61971459904383	0
TraesCS2B02G232400	na	8.61971459904383	0
TraesCS2D02G211100	na	8.61971459904383	0
TraesCS2A02G593300	na	8.5342627255391	0
TraesCS2B02G591000	na	8.5342627255391	0
TraesCS2D02G561400	na	8.5342627255391	0
TraesCS5A02G449400	na	8.497914920747	0
TraesCS5B02G457000	na	8.497914920747	0
TraesCS5D02G455900	na	8.497914920747	0
TraesCS2A02G583600	na	8.47218315708268	0
TraesCS2B02G603000	na	8.47218315708268	0
TraesCS2D02G596200	na	8.47218315708268	0
TraesCS4A02G044000	na	8.46173759285448	0
TraesCS4B02G265100	na	8.46173759285448	0
TraesCS4D02G265000	na	8.46173759285448	0
TraesCS7A02G195800	na	8.39229283329752	0
TraesCS7B02G101500	na	8.39229283329752	0
TraesCS7D02G197300	na	8.39229283329752	0
TraesCS1A02G167100	na	8.33082719995939	0
TraesCS1B02G183500	na	8.33082719995939	0
TraesCS1D02G173800	na	8.33082719995939	0
TraesCS2A02G352000	na	8.22354104608451	0
TraesCS2B02G370200	na	8.22354104608451	0
TraesCS2D02G350200	na	8.22354104608451	0
TraesCS7A02G474200	na	8.09843297411565	0
TraesCS7B02G375600	na	8.09843297411565	0
TraesCS7D02G461200	na	8.09843297411565	0
TraesCS5A02G426600	na	7.90175070567877	0
TraesCS5B02G428500	na	7.90175070567877	0
TraesCS5D02G434600	na	7.90175070567877	0
TraesCS6A02G316900	na	7.89732616504881	0
TraesCS6B02G347400	na	7.89732616504881	0
TraesCS6D02G296400	na	7.89732616504881	0
TraesCS5A02G514800	na	7.89650683076749	0
TraesCS4B02G345700	na	7.89650683076749	0
TraesCS4D02G340800	na	7.89650683076749	0
TraesCS3A02G132000	na	7.87911778746739	0
TraesCS3B02G167400	na	7.87911778746739	0
TraesCS3D02G148300	na	7.87911778746739	0
TraesCS1A02G404200	na	7.76047836413067	0
TraesCS1B02G433700	na	7.76047836413067	0
TraesCS1D02G412000	na	7.76047836413067	0
TraesCS5A02G272400	na	7.62232477907744	0
TraesCS5B02G272600	na	7.62232477907744	0
TraesCS5D02G280400	na	7.62232477907744	0
TraesCS7A02G255600	na	7.58005616874252	0
TraesCS7B02G152000	na	7.58005616874252	0
TraesCS7D02G254000	na	7.58005616874252	0
TraesCS5A02G148100	na	7.37077331469861	0
TraesCS5B02G146600	na	7.37077331469861	0
TraesCS5D02G144700	na	7.37077331469861	0
TraesCS4A02G029100	na	7.34795280206655	0
TraesCS4B02G276700	na	7.34795280206655	0
TraesCS4D02G275300	na	7.34795280206655	0
TraesCS1A02G125700	na	7.25984187068822	0
TraesCS1B02G144700	na	7.25984187068822	0
TraesCS1D02G127800	na	7.25984187068822	0
TraesCS6A02G102100	na	7.16637786197731	0
TraesCS6B02G130500	na	7.16637786197731	0
TraesCS6D02G090700	na	7.16637786197731	0
TraesCS4A02G283900	na	7.16552642048986	0
TraesCS4B02G029600	na	7.16552642048986	0
TraesCS4D02G026800	na	7.16552642048986	0
TraesCS2A02G248800	na	6.97949126371972	0
TraesCS2B02G263900	na	6.97949126371972	0
TraesCS2D02G250500	na	6.97949126371972	0
TraesCS5A02G248100	na	6.97283676608635	0
TraesCS5B02G245800	na	6.97283676608635	0
TraesCS5D02G254900	na	6.97283676608635	0
TraesCS1A02G203200	na	6.87750963732513	0
TraesCS1B02G217200	na	6.87750963732513	0
TraesCS1D02G206700	na	6.87750963732513	0
TraesCS6A02G371000	na	6.8473596717217	0
TraesCS6B02G408000	na	6.8473596717217	0
TraesCS6D02G354800	na	6.8473596717217	0
TraesCS1A02G182300	na	6.81523549612007	0
TraesCS1B02G198700	na	6.81523549612007	0
TraesCS1D02G185500	na	6.81523549612007	0
TraesCS4A02G410800	na	6.78615437010938	0
TraesCS4B02G310900	na	6.78615437010938	0
TraesCS4D02G308800	na	6.78615437010938	0
TraesCS7A02G353000	na	6.75486239226894	0
TraesCS7B02G274500	na	6.75486239226894	0
TraesCS7D02G369700	na	6.75486239226894	0
TraesCS3A02G415300	na	6.69582715786087	0
TraesCS3B02G450500	na	6.69582715786087	0
TraesCS3D02G411100	na	6.69582715786087	0
TraesCS7A02G427600	na	6.69008998096097	0
TraesCS7B02G327700	na	6.69008998096097	0
TraesCS7D02G419900	na	6.69008998096097	0
TraesCS3A02G022200	na	6.64667581190982	0
TraesCS3B02G023700	na	6.64667581190982	0
TraesCS3D02G024500	na	6.64667581190982	0
TraesCS4A02G355000	na	6.63561381659328	0
TraesCS5B02G517500	na	6.63561381659328	0
TraesCS5D02G517200	na	6.63561381659328	0
TraesCS2A02G512100	na	6.61299378889959	0
TraesCS2B02G540100	na	6.61299378889959	0
